order_id,date,product_id,product_name,category,units_sold,unit_price,platform_fee_pct,gmv,visit_count,conversion_rate,return_flag,review_score
1015,2024-01-05,PROD002,Carregador Turbo 65W USB-C,Carregadores,3,87.56,0.14,262.68,51,0.0577,0,4.1
1016,2024-01-05,PROD003,Cabo USB-C para USB-C 2m,Cabos,9,27.68,0.14,249.12,202,0.0444,0,4.3
1017,2024-01-05,PROD004,Suporte Veicular para Celular,Acessórios,3,49.82,0.14,149.46,50,0.0594,0,4.4
1018,2024-01-05,PROD005,Película Vidro Temperado iPhone 15,Proteção,6,25.43,0.14,152.58,144,0.0414,0,4.3
1019,2024-01-06,PROD007,Fone In-Ear Com Fio Samsung AKG,Audio,2,60.02,0.14,120.04,68,0.0291,1,1.5
1020,2024-01-06,PROD008,Cabo Lightning para USB 1m (Apple),Cabos,1,41.12,0.14,41.12,28,0.0355,0,3.2
1021,2024-01-07,PROD001,Fone de Ouvido Bluetooth JBL T510,Audio,4,191.58,0.14,766.32,97,0.0412,0,4.6
1022,2024-01-07,PROD002,Carregador Turbo 65W USB-C,Carregadores,1,95.61,0.14,95.61,17,0.056,0,3.0
1023,2024-01-07,PROD003,Cabo USB-C para USB-C 2m,Cabos,7,31.81,0.14,222.67,158,0.0443,0,4.9
1024,2024-01-08,PROD005,Película Vidro Temperado iPhone 15,Proteção,2,23.55,0.14,47.1,47,0.0419,0,4.9
1025,2024-01-08,PROD006,Hub USB 4 portas 3.0,Conectividade,2,77.67,0.14,155.34,40,0.0499,0,4.8
1026,2024-01-08,PROD007,Fone In-Ear Com Fio Samsung AKG,Audio,3,56.01,0.14,168.03,86,0.0347,0,3.9
1027,2024-01-08,PROD008,Cabo Lightning para USB 1m (Apple),Cabos,4,39.92,0.14,159.68,92,0.0431,0,3.1
1028,2024-01-09,PROD001,Fone de Ouvido Bluetooth JBL T510,Audio,2,183.24,0.14,366.48,95,0.021,0,4.4
1029,2024-01-09,PROD002,Carregador Turbo 65W USB-C,Carregadores,4,96.06,0.14,384.24,107,0.0371,0,4.2
1030,2024-01-09,PROD003,Cabo USB-C para USB-C 2m,Cabos,11,27.97,0.14,307.67,246,0.0446,0,4.8
1031,2024-01-09,PROD004,Suporte Veicular para Celular,Acessórios,7,53.2,0.14,372.4,172,0.0405,0,4.4
1032,2024-01-09,PROD005,Película Vidro Temperado iPhone 15,Proteção,8,25.21,0.14,201.68,373,0.0214,0,5.0
1033,2024-01-09,PROD006,Hub USB 4 portas 3.0,Conectividade,2,73.99,0.14,147.98,37,0.0529,0,3.2
1034,2024-01-09,PROD007,Fone In-Ear Com Fio Samsung AKG,Audio,1,60.11,0.14,60.11,19,0.0508,0,4.5
1035,2024-01-12,PROD002,Carregador Turbo 65W USB-C,Carregadores,8,89.02,0.14,712.16,346,0.0231,0,3.1
1036,2024-01-12,PROD003,Cabo USB-C para USB-C 2m,Cabos,5,28.26,0.14,141.3,166,0.03,0,5.0
1037,2024-01-12,PROD004,Suporte Veicular para Celular,Acessórios,6,47.89,0.14,287.34,175,0.0342,0,4.6
1038,2024-01-12,PROD005,Película Vidro Temperado iPhone 15,Proteção,2,23.09,0.14,46.18,92,0.0216,0,4.7
1039,2024-01-12,PROD006,Hub USB 4 portas 3.0,Conectividade,1,79.79,0.14,79.79,25,0.0389,0,4.5
1040,2024-01-13,PROD008,Cabo Lightning para USB 1m (Apple),Cabos,1,40.64,0.14,40.64,22,0.0454,0,3.6
1041,2024-01-14,PROD001,Fone de Ouvido Bluetooth JBL T510,Audio,4,176.85,0.14,707.4,87,0.0457,0,4.6
1042,2024-01-14,PROD002,Carregador Turbo 65W USB-C,Carregadores,1,96.23,0.14,96.23,23,0.043,0,4.9
1043,2024-01-14,PROD003,Cabo USB-C para USB-C 2m,Cabos,7,27.99,0.14,195.93,338,0.0207,0,4.1
1044,2024-01-14,PROD004,Suporte Veicular para Celular,Acessórios,2,48.45,0.14,96.9,37,0.0538,0,4.2
1045,2024-01-14,PROD005,Película Vidro Temperado iPhone 15,Proteção,6,25.9,0.14,155.4,114,0.0523,0,4.5
1046,2024-01-14,PROD006,Hub USB 4 portas 3.0,Conectividade,4,85.41,0.14,341.64,73,0.0543,0,4.9
1047,2024-01-14,PROD007,Fone In-Ear Com Fio Samsung AKG,Audio,1,63.76,0.14,63.76,24,0.0402,0,4.1
1048,2024-01-14,PROD008,Cabo Lightning para USB 1m (Apple),Cabos,2,39.19,0.14,78.38,98,0.0204,0,3.9
1049,2024-01-15,PROD001,Fone de Ouvido Bluetooth JBL T510,Audio,4,184.69,0.14,738.76,85,0.0469,0,4.7
1050,2024-01-15,PROD002,Carregador Turbo 65W USB-C,Carregadores,5,90.61,0.14,453.05,132,0.0377,0,3.7
1051,2024-01-15,PROD003,Cabo USB-C para USB-C 2m,Cabos,4,27.91,0.14,111.64,83,0.048,0,4.7
1052,2024-01-15,PROD004,Suporte Veicular para Celular,Acessórios,3,46.59,0.14,139.77,50,0.0595,0,3.8
1053,2024-01-15,PROD005,Película Vidro Temperado iPhone 15,Proteção,8,26.52,0.14,212.16,327,0.0244,0,4.2
1054,2024-01-15,PROD006,Hub USB 4 portas 3.0,Conectividade,1,79.5,0.14,79.5,44,0.0223,0,4.7
1055,2024-01-15,PROD007,Fone In-Ear Com Fio Samsung AKG,Audio,2,57.85,0.14,115.7,36,0.0547,0,4.6
1056,2024-01-15,PROD008,Cabo Lightning para USB 1m (Apple),Cabos,2,42.9,0.14,85.8,92,0.0217,0,3.7
1057,2024-01-16,PROD001,Fone de Ouvido Bluetooth JBL T510,Audio,1,191.54,0.14,191.54,17,0.0588,0,5.0
1058,2024-01-16,PROD002,Carregador Turbo 65W USB-C,Carregadores,7,86.75,0.14,607.25,120,0.058,0,3.8
1059,2024-01-16,PROD003,Cabo USB-C para USB-C 2m,Cabos,6,32.17,0.14,193.02,101,0.0594,0,4.8
1060,2024-01-16,PROD004,Suporte Veicular para Celular,Acessórios,5,53.18,0.14,265.9,94,0.0529,0,3.9
1061,2024-01-16,PROD005,Película Vidro Temperado iPhone 15,Proteção,3,24.41,0.14,73.23,57,0.0524,0,5.0
1062,2024-01-16,PROD006,Hub USB 4 portas 3.0,Conectividade,3,85.91,0.14,257.73,55,0.0537,0,4.0
1063,2024-01-16,PROD007,Fone In-Ear Com Fio Samsung AKG,Audio,1,55.65,0.14,55.65,18,0.0546,0,4.8
1064,2024-01-16,PROD008,Cabo Lightning para USB 1m (Apple),Cabos,7,39.58,0.14,277.06,277,0.0252,0,3.8
1065,2024-01-17,PROD001,Fone de Ouvido Bluetooth JBL T510,Audio,3,178.16,0.14,534.48,63,0.0469,0,4.9
1066,2024-01-17,PROD002,Carregador Turbo 65W USB-C,Carregadores,8,83.12,0.14,664.96,159,0.0502,0,4.8
1067,2024-01-17,PROD003,Cabo USB-C para USB-C 2m,Cabos,2,29.19,0.14,58.38,45,0.0436,0,4.8
1068,2024-01-17,PROD004,Suporte Veicular para Celular,Acessórios,5,49.07,0.14,245.35,111,0.0449,0,3.7
1069,2024-01-17,PROD005,Película Vidro Temperado iPhone 15,Proteção,6,23.42,0.14,140.52,239,0.0251,0,4.6
1070,2024-01-17,PROD006,Hub USB 4 portas 3.0,Conectividade,1,81.7,0.14,81.7,36,0.0273,0,4.5
1071,2024-01-17,PROD007,Fone In-Ear Com Fio Samsung AKG,Audio,2,56.95,0.14,113.9,92,0.0216,0,4.2
1072,2024-01-19,PROD001,Fone de Ouvido Bluetooth JBL T510,Audio,1,177.4,0.14,177.4,40,0.0248,0,4.3
1073,2024-01-19,PROD002,Carregador Turbo 65W USB-C,Carregadores,3,94.21,0.14,282.63,66,0.0451,0,3.8
1074,2024-01-19,PROD003,Cabo USB-C para USB-C 2m,Cabos,5,31.09,0.14,155.45,182,0.0274,0,4.3
1075,2024-01-19,PROD004,Suporte Veicular para Celular,Acessórios,5,47.92,0.14,239.6,103,0.0485,0,3.9
1076,2024-01-19,PROD005,Película Vidro Temperado iPhone 15,Proteção,5,23.87,0.14,119.35,162,0.0308,0,4.5
1077,2024-01-19,PROD006,Hub USB 4 portas 3.0,Conectividade,1,77.69,0.14,77.69,40,0.0248,0,4.1
1078,2024-01-19,PROD007,Fone In-Ear Com Fio Samsung AKG,Audio,3,59.89,0.14,179.67,127,0.0235,0,5.0
1079,2024-01-19,PROD008,Cabo Lightning para USB 1m (Apple),Cabos,2,38.52,0.14,77.04,57,0.0345,0,4.4
1080,2024-01-20,PROD001,Fone de Ouvido Bluetooth JBL T510,Audio,4,181.92,0.14,727.68,165,0.0241,0,4.6
1081,2024-01-20,PROD002,Carregador Turbo 65W USB-C,Carregadores,2,85.2,0.14,170.4,35,0.0559,0,3.5
1082,2024-01-20,PROD003,Cabo USB-C para USB-C 2m,Cabos,4,29.41,0.14,117.64,68,0.0588,0,4.6
1083,2024-01-20,PROD004,Suporte Veicular para Celular,Acessórios,2,53.33,0.14,106.66,47,0.0423,0,4.5
1084,2024-01-20,PROD005,Película Vidro Temperado iPhone 15,Proteção,4,24.6,0.14,98.4,99,0.0403,0,4.5
1085,2024-01-20,PROD006,Hub USB 4 portas 3.0,Conectividade,2,75.48,0.14,150.96,51,0.0392,0,3.9
1086,2024-01-20,PROD007,Fone In-Ear Com Fio Samsung AKG,Audio,1,58.33,0.14,58.33,39,0.0254,0,4.7
1087,2024-01-22,PROD001,Fone de Ouvido Bluetooth JBL T510,Audio,4,185.31,0.14,741.24,69,0.0572,0,4.5
1088,2024-01-22,PROD002,Carregador Turbo 65W USB-C,Carregadores,5,83.66,0.14,418.3,100,0.0496,0,4.6
1089,2024-01-22,PROD003,Cabo USB-C para USB-C 2m,Cabos,4,31.4,0.14,125.6,85,0.0466,0,4.6
1090,2024-01-22,PROD004,Suporte Veicular para Celular,Acessórios,5,48.92,0.14,244.6,129,0.0385,0,4.8
1091,2024-01-22,PROD005,Película Vidro Temperado iPhone 15,Proteção,7,26.65,0.14,186.55,155,0.0451,0,4.3
1092,2024-01-22,PROD006,Hub USB 4 portas 3.0,Conectividade,1,83.66,0.14,83.66,22,0.0448,0,4.6
1093,2024-01-22,PROD007,Fone In-Ear Com Fio Samsung AKG,Audio,1,58.1,0.14,58.1,33,0.0299,0,4.3
1094,2024-01-22,PROD008,Cabo Lightning para USB 1m (Apple),Cabos,1,40.35,0.14,40.35,19,0.0505,0,3.5
1095,2024-01-23,PROD001,Fone de Ouvido Bluetooth JBL T510,Audio,2,178.58,0.14,357.16,55,0.0359,0,4.9
1096,2024-01-23,PROD002,Carregador Turbo 65W USB-C,Carregadores,5,92.69,0.14,463.45,119,0.0417,0,3.4
1097,2024-01-23,PROD003,Cabo USB-C para USB-C 2m,Cabos,8,30.43,0.14,243.44,386,0.0207,0,4.1
1098,2024-01-23,PROD004,Suporte Veicular para Celular,Acessórios,7,50.75,0.14,355.25,189,0.037,0,4.5
1099,2024-01-23,PROD005,Película Vidro Temperado iPhone 15,Proteção,5,26.58,0.14,132.9,91,0.0548,0,4.6
1100,2024-01-23,PROD006,Hub USB 4 portas 3.0,Conectividade,3,77.79,0.14,233.37,57,0.0521,1,2.3
1101,2024-01-23,PROD007,Fone In-Ear Com Fio Samsung AKG,Audio,2,62.18,0.14,124.36,52,0.0381,0,3.4
1102,2024-01-23,PROD008,Cabo Lightning para USB 1m (Apple),Cabos,1,37.61,0.14,37.61,36,0.0271,0,3.0
1103,2024-01-24,PROD001,Fone de Ouvido Bluetooth JBL T510,Audio,4,194.87,0.14,779.48,147,0.0271,0,4.7
1104,2024-01-24,PROD002,Carregador Turbo 65W USB-C,Carregadores,3,97.05,0.14,291.15,74,0.0401,0,3.5
1105,2024-01-24,PROD003,Cabo USB-C para USB-C 2m,Cabos,5,29.77,0.14,148.85,117,0.0426,0,4.5
1106,2024-01-24,PROD004,Suporte Veicular para Celular,Acessórios,2,50.09,0.14,100.18,53,0.0376,0,4.9
1107,2024-01-24,PROD005,Película Vidro Temperado iPhone 15,Proteção,5,25.47,0.14,127.35,137,0.0363,0,4.0
1108,2024-01-26,PROD008,Cabo Lightning para USB 1m (Apple),Cabos,2,38.13,0.14,76.26,68,0.0292,0,3.8
1109,2024-01-27,PROD001,Fone de Ouvido Bluetooth JBL T510,Audio,2,177.73,0.14,355.46,67,0.0297,0,4.7
1110,2024-01-27,PROD002,Carregador Turbo 65W USB-C,Carregadores,6,95.6,0.14,573.6,292,0.0205,0,3.0
1111,2024-01-27,PROD003,Cabo USB-C para USB-C 2m,Cabos,7,29.47,0.14,206.29,166,0.0421,0,5.0
1112,2024-01-27,PROD004,Suporte Veicular para Celular,Acessórios,4,52.84,0.14,211.36,101,0.0395,0,4.4
1113,2024-01-27,PROD005,Película Vidro Temperado iPhone 15,Proteção,1,23.98,0.14,23.98,23,0.0417,0,4.6
1114,2024-01-27,PROD006,Hub USB 4 portas 3.0,Conectividade,2,84.18,0.14,168.36,33,0.0594,0,3.5
1115,2024-01-30,PROD001,Fone de Ouvido Bluetooth JBL T510,Audio,2,183.03,0.14,366.06,47,0.0422,0,4.7
1116,2024-01-30,PROD002,Carregador Turbo 65W USB-C,Carregadores,3,84.68,0.14,254.04,53,0.056,0,4.1
1117,2024-01-30,PROD003,Cabo USB-C para USB-C 2m,Cabos,7,28.3,0.14,198.1,141,0.0495,0,4.8
1118,2024-01-30,PROD004,Suporte Veicular para Celular,Acessórios,2,49.02,0.14,98.04,63,0.0315,0,4.9
1119,2024-01-30,PROD005,Película Vidro Temperado iPhone 15,Proteção,7,23.95,0.14,167.65,159,0.0438,0,4.3
1120,2024-01-31,PROD007,Fone In-Ear Com Fio Samsung AKG,Audio,1,58.31,0.14,58.31,19,0.0508,0,4.3
1121,2024-01-31,PROD008,Cabo Lightning para USB 1m (Apple),Cabos,2,41.94,0.14,83.88,38,0.052,0,4.9
1122,2024-02-01,PROD001,Fone de Ouvido Bluetooth JBL T510,Audio,2,185.68,0.14,371.36,84,0.0237,0,4.7
1123,2024-02-01,PROD002,Carregador Turbo 65W USB-C,Carregadores,6,94.92,0.14,569.52,200,0.03,0,4.3
1124,2024-02-01,PROD003,Cabo USB-C para USB-C 2m,Cabos,5,31.93,0.14,159.65,183,0.0272,1,2.3
1125,2024-02-02,PROD005,Película Vidro Temperado iPhone 15,Proteção,9,23.06,0.14,207.54,205,0.0439,0,4.6
1126,2024-02-02,PROD006,Hub USB 4 portas 3.0,Conectividade,1,74.49,0.14,74.49,20,0.0479,1,2.6
1127,2024-02-05,PROD001,Fone de Ouvido Bluetooth JBL T510,Audio,3,201.63,0.14,604.89,67,0.0446,0,4.4
1128,2024-02-05,PROD002,Carregador Turbo 65W USB-C,Carregadores,1,95.22,0.14,95.22,47,0.0209,0,3.9
1129,2024-02-05,PROD003,Cabo USB-C para USB-C 2m,Cabos,12,31.04,0.14,372.48,405,0.0296,0,4.8
1130,2024-02-05,PROD004,Suporte Veicular para Celular,Acessórios,1,48.2,0.14,48.2,31,0.0319,0,3.6
1131,2024-02-05,PROD005,Película Vidro Temperado iPhone 15,Proteção,4,24.57,0.14,98.28,72,0.0552,0,4.2
1132,2024-02-05,PROD006,Hub USB 4 portas 3.0,Conectividade,3,86.18,0.14,258.54,102,0.0293,0,4.2
1133,2024-02-05,PROD007,Fone In-Ear Com Fio Samsung AKG,Audio,1,57.32,0.14,57.32,36,0.0271,0,4.5
1134,2024-02-07,PROD001,Fone de Ouvido Bluetooth JBL T510,Audio,2,176.47,0.14,352.94,34,0.0588,0,5.0
1135,2024-02-07,PROD002,Carregador Turbo 65W USB-C,Carregadores,3,85.93,0.14,257.79,72,0.0415,0,3.6
1136,2024-02-07,PROD003,Cabo USB-C para USB-C 2m,Cabos,5,31.76,0.14,158.8,85,0.0582,0,4.6
1137,2024-02-07,PROD004,Suporte Veicular para Celular,Acessórios,2,49.17,0.14,98.34,57,0.0349,0,4.5
1138,2024-02-07,PROD005,Película Vidro Temperado iPhone 15,Proteção,3,23.79,0.14,71.37,63,0.0473,0,3.6
1139,2024-02-07,PROD006,Hub USB 4 portas 3.0,Conectividade,4,76.92,0.14,307.68,72,0.0551,0,3.7
1140,2024-02-07,PROD007,Fone In-Ear Com Fio Samsung AKG,Audio,4,63.13,0.14,252.52,83,0.0479,0,4.7
1141,2024-02-07,PROD008,Cabo Lightning para USB 1m (Apple),Cabos,1,42.33,0.14,42.33,18,0.0549,0,4.8
1142,2024-02-09,PROD002,Carregador Turbo 65W USB-C,Carregadores,3,85.02,0.14,255.06,56,0.0527,0,3.9
1143,2024-02-09,PROD003,Cabo USB-C para USB-C 2m,Cabos,1,30.46,0.14,30.46,16,0.0592,0,4.9
1144,2024-02-09,PROD004,Suporte Veicular para Celular,Acessórios,4,46.76,0.14,187.04,79,0.0504,0,4.6
1145,2024-02-09,PROD005,Película Vidro Temperado iPhone 15,Proteção,5,23.18,0.14,115.9,156,0.032,0,4.6
1146,2024-02-09,PROD006,Hub USB 4 portas 3.0,Conectividade,1,80.95,0.14,80.95,29,0.0338,0,3.9
1147,2024-02-09,PROD007,Fone In-Ear Com Fio Samsung AKG,Audio,4,62.38,0.14,249.52,190,0.021,0,4.4
1148,2024-02-11,PROD001,Fone de Ouvido Bluetooth JBL T510,Audio,1,198.12,0.14,198.12,21,0.0473,0,4.2
1149,2024-02-11,PROD002,Carregador Turbo 65W USB-C,Carregadores,3,94.14,0.14,282.42,62,0.0477,0,3.7
1150,2024-02-11,PROD003,Cabo USB-C para USB-C 2m,Cabos,4,32.06,0.14,128.24,153,0.026,0,4.7
1151,2024-02-11,PROD004,Suporte Veicular para Celular,Acessórios,3,53.76,0.14,161.28,82,0.0364,0,4.4
1152,2024-02-11,PROD005,Película Vidro Temperado iPhone 15,Proteção,3,25.5,0.14,76.5,86,0.0347,0,4.6
1153,2024-02-11,PROD006,Hub USB 4 portas 3.0,Conectividade,2,83.44,0.14,166.88,39,0.0508,0,4.7
1154,2024-02-11,PROD007,Fone In-Ear Com Fio Samsung AKG,Audio,2,56.37,0.14,112.74,93,0.0213,0,4.4
1155,2024-02-11,PROD008,Cabo Lightning para USB 1m (Apple),Cabos,2,37.51,0.14,75.02,42,0.0474,0,4.2
1156,2024-02-12,PROD001,Fone de Ouvido Bluetooth JBL T510,Audio,1,189.64,0.14,189.64,44,0.0226,0,4.2
1157,2024-02-12,PROD002,Carregador Turbo 65W USB-C,Carregadores,3,83.75,0.14,251.25,84,0.0357,0,4.2
1158,2024-02-12,PROD003,Cabo USB-C para USB-C 2m,Cabos,6,29.81,0.14,178.86,247,0.0242,0,4.5
1159,2024-02-12,PROD004,Suporte Veicular para Celular,Acessórios,3,48.51,0.14,145.53,73,0.0407,0,3.9
1160,2024-02-12,PROD005,Película Vidro Temperado iPhone 15,Proteção,2,23.22,0.14,46.44,55,0.0359,0,4.7
1161,2024-02-12,PROD006,Hub USB 4 portas 3.0,Conectividade,2,75.65,0.14,151.3,82,0.0242,0,3.6
1162,2024-02-12,PROD007,Fone In-Ear Com Fio Samsung AKG,Audio,2,64.08,0.14,128.16,90,0.0221,0,5.0
1163,2024-02-12,PROD008,Cabo Lightning para USB 1m (Apple),Cabos,3,41.91,0.14,125.73,129,0.0232,0,4.0
1164,2024-02-13,PROD001,Fone de Ouvido Bluetooth JBL T510,Audio,4,190.7,0.14,762.8,81,0.0493,0,4.5
1165,2024-02-13,PROD002,Carregador Turbo 65W USB-C,Carregadores,4,94.07,0.14,376.28,86,0.0463,0,3.6
1166,2024-02-13,PROD003,Cabo USB-C para USB-C 2m,Cabos,9,27.65,0.14,248.85,297,0.0303,0,4.8
1167,2024-02-13,PROD004,Suporte Veicular para Celular,Acessórios,4,53.79,0.14,215.16,185,0.0216,0,4.4
1168,2024-02-13,PROD005,Película Vidro Temperado iPhone 15,Proteção,8,25.27,0.14,202.16,141,0.0565,0,4.8
1169,2024-02-13,PROD006,Hub USB 4 portas 3.0,Conectividade,2,82.66,0.14,165.32,35,0.0564,0,3.5
1170,2024-02-16,PROD001,Fone de Ouvido Bluetooth JBL T510,Audio,3,182.22,0.14,546.66,54,0.0548,0,4.9
1171,2024-02-16,PROD002,Carregador Turbo 65W USB-C,Carregadores,3,96.65,0.14,289.95,99,0.0303,0,3.0
1172,2024-02-16,PROD003,Cabo USB-C para USB-C 2m,Cabos,6,27.86,0.14,167.16,223,0.0268,0,3.9
1173,2024-02-16,PROD004,Suporte Veicular para Celular,Acessórios,4,47.24,0.14,188.96,149,0.0267,0,4.5
1174,2024-02-16,PROD005,Película Vidro Temperado iPhone 15,Proteção,3,26.27,0.14,78.81,57,0.0522,0,4.9
1175,2024-02-16,PROD006,Hub USB 4 portas 3.0,Conectividade,1,76.96,0.14,76.96,44,0.0223,0,4.2
1176,2024-02-16,PROD007,Fone In-Ear Com Fio Samsung AKG,Audio,2,56.28,0.14,112.56,52,0.0381,0,4.2
1177,2024-02-16,PROD008,Cabo Lightning para USB 1m (Apple),Cabos,1,37.66,0.14,37.66,16,0.0595,0,4.0
1178,2024-02-17,PROD001,Fone de Ouvido Bluetooth JBL T510,Audio,1,203.63,0.14,203.63,21,0.0456,0,4.7
1179,2024-02-17,PROD002,Carregador Turbo 65W USB-C,Carregadores,3,83.14,0.14,249.42,92,0.0323,0,4.6
1180,2024-02-17,PROD003,Cabo USB-C para USB-C 2m,Cabos,5,29.63,0.14,148.15,91,0.0547,0,4.7
1181,2024-02-17,PROD004,Suporte Veicular para Celular,Acessórios,7,53.34,0.14,373.38,147,0.0476,0,4.0
1182,2024-02-17,PROD005,Película Vidro Temperado iPhone 15,Proteção,4,23.33,0.14,93.32,86,0.0463,0,4.6
1183,2024-02-17,PROD006,Hub USB 4 portas 3.0,Conectividade,5,77.69,0.14,388.45,107,0.0467,0,4.3
1184,2024-02-17,PROD007,Fone In-Ear Com Fio Samsung AKG,Audio,3,62.95,0.14,188.85,120,0.0248,0,4.2
1185,2024-02-17,PROD008,Cabo Lightning para USB 1m (Apple),Cabos,1,39.24,0.14,39.24,20,0.0478,0,3.7
1186,2024-02-18,PROD001,Fone de Ouvido Bluetooth JBL T510,Audio,2,186.05,0.14,372.1,68,0.0291,0,4.8
1187,2024-02-18,PROD002,Carregador Turbo 65W USB-C,Carregadores,5,89.6,0.14,448.0,238,0.021,0,3.5
1188,2024-02-18,PROD003,Cabo USB-C para USB-C 2m,Cabos,7,30.94,0.14,216.58,120,0.0582,0,4.4
1189,2024-02-18,PROD004,Suporte Veicular para Celular,Acessórios,1,53.37,0.14,53.37,29,0.0341,0,4.6
1190,2024-02-18,PROD005,Película Vidro Temperado iPhone 15,Proteção,2,24.04,0.14,48.08,61,0.0323,0,4.7
1191,2024-02-18,PROD006,Hub USB 4 portas 3.0,Conectividade,2,76.99,0.14,153.98,54,0.0365,0,4.8
1192,2024-02-21,PROD001,Fone de Ouvido Bluetooth JBL T510,Audio,1,190.66,0.14,190.66,20,0.0484,0,4.7
1193,2024-02-21,PROD002,Carregador Turbo 65W USB-C,Carregadores,5,91.82,0.14,459.1,86,0.0581,0,3.3
1194,2024-02-21,PROD003,Cabo USB-C para USB-C 2m,Cabos,9,28.64,0.14,257.76,175,0.0512,0,4.7
1195,2024-02-21,PROD004,Suporte Veicular para Celular,Acessórios,2,50.89,0.14,101.78,52,0.0381,0,4.2
1196,2024-02-21,PROD005,Película Vidro Temperado iPhone 15,Proteção,4,23.29,0.14,93.16,191,0.0209,0,5.0
1197,2024-02-21,PROD006,Hub USB 4 portas 3.0,Conectividade,2,81.11,0.14,162.22,50,0.0399,0,4.9
1198,2024-02-21,PROD007,Fone In-Ear Com Fio Samsung AKG,Audio,1,61.77,0.14,61.77,27,0.0362,0,5.0
1199,2024-02-21,PROD008,Cabo Lightning para USB 1m (Apple),Cabos,2,37.37,0.14,74.74,40,0.049,0,3.3
1200,2024-02-22,PROD001,Fone de Ouvido Bluetooth JBL T510,Audio,2,177.31,0.14,354.62,35,0.0558,0,4.5
1201,2024-02-22,PROD002,Carregador Turbo 65W USB-C,Carregadores,2,90.17,0.14,180.34,88,0.0227,0,3.3
1202,2024-02-22,PROD003,Cabo USB-C para USB-C 2m,Cabos,8,32.26,0.14,258.08,172,0.0465,0,5.0
1203,2024-02-22,PROD004,Suporte Veicular para Celular,Acessórios,1,50.4,0.14,50.4,17,0.0583,0,4.6
1204,2024-02-22,PROD005,Película Vidro Temperado iPhone 15,Proteção,3,23.29,0.14,69.87,78,0.038,0,4.4
1205,2024-02-22,PROD006,Hub USB 4 portas 3.0,Conectividade,4,75.46,0.14,301.84,67,0.0597,0,4.7
1206,2024-02-22,PROD007,Fone In-Ear Com Fio Samsung AKG,Audio,3,61.08,0.14,183.24,127,0.0236,0,4.1
1207,2024-02-22,PROD008,Cabo Lightning para USB 1m (Apple),Cabos,3,38.64,0.14,115.92,98,0.0305,1,2.0
1208,2024-02-23,PROD001,Fone de Ouvido Bluetooth JBL T510,Audio,1,203.18,0.14,203.18,23,0.0422,0,4.4
1209,2024-02-23,PROD002,Carregador Turbo 65W USB-C,Carregadores,7,96.09,0.14,672.63,283,0.0247,0,3.0
1210,2024-02-23,PROD003,Cabo USB-C para USB-C 2m,Cabos,8,28.34,0.14,226.72,167,0.0478,0,4.5
1211,2024-02-23,PROD004,Suporte Veicular para Celular,Acessórios,5,50.75,0.14,253.75,98,0.0506,0,4.4
1212,2024-02-23,PROD005,Película Vidro Temperado iPhone 15,Proteção,3,24.37,0.14,73.11,132,0.0227,0,4.6
1213,2024-02-23,PROD006,Hub USB 4 portas 3.0,Conectividade,3,79.13,0.14,237.39,123,0.0242,0,4.4
1214,2024-02-23,PROD007,Fone In-Ear Com Fio Samsung AKG,Audio,1,61.05,0.14,61.05,21,0.046,0,4.2
